TotalExited,2037,,,
TotalRecords,10000,,,
ExitRatio,20%,,,
,,,,
,,,,
,,,,
RowNumber,Exited,P_Hat,Total select,Total select percent
4816,0,0.930669387,1,0.0001
3532,1,0.928310811,2,0.0002
9588,0,0.923302971,3,0.0003
7500,1,0.906178289,4,0.0004
9556,1,0.90445727,5,0.0005
8489,1,0.892241568,6,
7630,1,0.882858638,7,
7693,0,0.876196717,8,
9748,1,0.874290461,9,
4464,1,0.871828191,10,
7009,1,0.861914645,11,
8157,0,0.859745117,12,
4436,1,0.857004906,13,
7814,1,0.842061584,14,
4560,1,0.839912351,15,
417,1,0.837359566,16,
3388,0,0.834867063,17,
4752,1,0.832187654,18,
4502,0,0.830751603,19,
618,1,0.830145633,20,
4564,1,0.826519394,21,
8189,0,0.821812646,22,
9293,0,0.818944397,23,
9333,1,0.818496449,24,
6531,0,0.817436017,25,
9310,0,0.816555379,26,
4397,0,0.815313365,27,
2474,1,0.812672309,28,
3367,0,0.810541414,29,
372,0,0.809108014,30,
7852,1,0.805715458,31,
9603,1,0.805602921,32,
421,1,0.804985191,33,
5440,0,0.804734744,34,
4319,0,0.804473578,35,
2778,1,0.804083232,36,
9473,0,0.802797792,37,
6444,0,0.801556754,38,
3911,1,0.799821352,39,
5577,1,0.797009668,40,
5005,1,0.796928292,41,
6760,0,0.796780029,42,
314,0,0.796347335,43,
2191,1,0.79515389,44,
3992,1,0.794944022,45,
7734,1,0.794517634,46,
4932,0,0.793286068,47,
7637,1,0.792573266,48,
3111,1,0.790208152,49,
3941,1,0.789776719,50,
1159,1,0.786154908,51,
1791,0,0.786144038,52,
777,1,0.785769493,53,
7259,1,0.785672883,54,
3647,1,0.784250197,55,
2351,1,0.781087664,56,
8099,1,0.781016685,57,
1411,1,0.779682085,58,
9011,1,0.776786767,59,
6813,1,0.775208899,60,
400,1,0.775054559,61,
599,1,0.773364132,62,
1428,1,0.772340183,63,
6582,1,0.772192303,64,
7437,1,0.771863505,65,
2116,1,0.769565719,66,
2169,1,0.765625007,67,
2773,0,0.765079719,68,
2107,1,0.762857206,69,
3383,0,0.76141654,70,
2496,1,0.759076861,71,
5021,1,0.755442882,72,
2615,1,0.75520113,73,
6319,1,0.754740445,74,
6198,1,0.754733829,75,
1254,0,0.753934403,76,
5790,1,0.753786015,77,
1743,1,0.753529545,78,
4265,1,0.75267025,79,
4471,1,0.752486736,80,
8712,0,0.749593214,81,
2521,1,0.744706813,82,
6277,1,0.744328689,83,
9672,0,0.744314338,84,
180,1,0.743794049,85,
3886,1,0.742295429,86,
2155,1,0.742099647,87,
2916,1,0.741201223,88,
632,1,0.740957162,89,
3498,1,0.738456588,90,
9880,1,0.73669854,91,
4733,1,0.735469793,92,
5958,0,0.735298474,93,
7064,0,0.735143913,94,
8222,1,0.733491184,95,
8218,0,0.731799081,96,
7058,0,0.731492276,97,
7809,1,0.731470717,98,
5291,1,0.73093281,99,
8769,1,0.730355967,100,
6576,1,0.727337913,101,
4014,1,0.72727181,102,
9207,1,0.726613748,103,
7214,1,0.726352899,104,
3560,1,0.726091221,105,
4381,1,0.725566736,106,
5069,0,0.725250559,107,
3207,1,0.722684812,108,
9439,1,0.722587712,109,
5369,1,0.72102479,110,
4171,0,0.720169459,111,
5607,1,0.718621037,112,
9479,1,0.713580692,113,
7143,1,0.712993322,114,
4887,0,0.712948077,115,
4591,0,0.712890878,116,
59,1,0.712177833,117,
7801,1,0.712029208,118,
3899,1,0.70983808,119,
4524,0,0.706153346,120,
5951,1,0.706148615,121,
5133,0,0.705822372,122,
9334,0,0.705249001,123,
5684,1,0.704026316,124,
6722,0,0.703988738,125,
4154,1,0.703712631,126,
2275,1,0.703586226,127,
7139,1,0.702640931,128,
2455,1,0.701638897,129,
7827,1,0.701151101,130,
7804,0,0.700905198,131,
17,1,0.700780182,132,
3692,0,0.699931112,133,
889,0,0.699604298,134,
1115,1,0.699023392,135,
4660,0,0.698845592,136,
3230,1,0.698642211,137,
8364,1,0.698499948,138,
3034,0,0.697220575,139,
4644,1,0.696129964,140,
6912,1,0.696073379,141,
3097,1,0.696008498,142,
1934,0,0.695657821,143,
2109,0,0.695418278,144,
2660,1,0.69499563,145,
8299,1,0.693762294,146,
610,0,0.693722005,147,
7318,1,0.693050874,148,
7599,1,0.692782752,149,
6744,1,0.69200268,150,
953,0,0.691327437,151,
3379,0,0.690473119,152,
767,0,0.69037608,153,
8863,1,0.690053115,154,
8394,1,0.688790935,155,
5256,1,0.688764588,156,
2880,1,0.687970712,157,
3120,1,0.687768292,158,
1647,1,0.687452636,159,
3720,1,0.686964474,160,
1658,1,0.686434231,161,
8924,1,0.68549766,162,
9578,1,0.685295129,163,
7768,1,0.685264291,164,
6730,1,0.685079607,165,
585,1,0.68462806,166,
4257,0,0.684375146,167,
6832,1,0.682721675,168,
6710,1,0.682409303,169,
8604,1,0.681931439,170,
9042,0,0.681903963,171,
4314,0,0.681416431,172,
9694,1,0.680810367,173,
9833,1,0.680129585,174,
9647,1,0.679778851,175,
8476,1,0.679742213,176,
4185,1,0.6794338,177,
128,1,0.677843011,178,
3557,1,0.677392786,179,
6376,1,0.676125461,180,
6520,1,0.675501295,181,
4367,0,0.675204755,182,
3146,1,0.675083875,183,
3794,1,0.675047505,184,
7273,0,0.674815968,185,
768,1,0.673713013,186,
857,1,0.672362844,187,
5406,0,0.672116181,188,
6367,0,0.671715,189,
8216,1,0.67149168,190,
4645,0,0.671274872,191,
2040,0,0.670657407,192,
